,title,director,year,stars,tmdb_title,tmdb_id,tmdb_genre,tmdb_lang,tmdb_runtime,tmdb_vote_cnt,tmdb_vote_avg
842,Rifkin’s Festival,Woody Allen,2020,,Rifkin's Festival,606876,Film,en,92,409,6.175
843,Sorry We Missed You,Ken Loach,2019,,Sorry We Missed You,522369,Film,en,101,686,7.372
844,Las niñas,Pilar Palomero,2020,,Schoolgirls,619443,Film,es,97,107,6.612
845,"Papicha, sueños de libertad",Mounia Meddour,2019,,Papicha,592807,Film,fr,108,245,7.643
846,"Hi, AI",Isa Willinger,2019,,"Hi, A.I.",577117,Documentary,de,90,6,6.2
847,Temblores,Jayro Bustamante,2020,,Tremors,515357,Film,es,107,31,6.629
848,Sin señas particulares,Fernanda Valadez,2020,,Identifying Features,653658,Film,es,95,57,7.096
849,Meseta,Juan Palacios,2019,,Inland,590454,Documentary,es,91,0,0.0
850,Josep,Aurel,2020,,Josep,680952,Film,fr,71,109,7.55
851,Deseando amar,Wong Kar-wai,2000,,In the Mood for Love,843,Film,cn,99,2461,8.112
852,Para Sama,Waad Al-Kateab,2019,,For Sama,576017,Documentary,en,100,257,8.253
853,Volver a empezar (Herself),Phyllida Lloyd,2020,,Herself,653708,Film,en,97,89,6.775
854,La Haine (El odio),Mathieu Kassovitz,1995,,La Haine,406,Film,fr,98,3764,8.092
855,Kajillionaire,Miranda July,2020,,Kajillionaire,541305,Film,en,105,415,6.28
856,Nomadland,Chloé Zhao,2020,5.0,Nomadland,581734,Film,en,108,2771,7.223
857,Una niña,Sébastien Lifshitz,2020,,The Reality of Confinement with a four-year-old,770308,Documentary,ca,6,0,0.0
858,Falling,Vigo Mortensen,2020,,Falling,554761,Film,en,112,181,6.53
859,Memories of Murder,Joon-ho Bong,2003,,Memories of Murder,11423,Film,ko,131,3487,8.069
860,Otra ronda (Another Round),Thomas Vinterberg,2020,5.0,Another Round,580175,Film,da,117,2955,7.648
861,Maixabel,Iciar Bollaín,2021,,Maixabel,814312,Film,es,115,90,7.167
862,First Cow,Kelly Reichardt,2019,4.0,First Cow,558582,Film,en,122,433,7.085
863,Zumiriki,Oskar Alegría,2019,4.0,Zumiriki,618222,Documentary,eu,122,0,0.0
864,La mujer que escapó,Sang-soo Hong,2020,,The Woman Who Ran,662401,Film,ko,77,81,6.506
865,Petite Maman,Céline Sciamma,2021,4.0,Petite maman,749004,Film,fr,72,331,7.154
866,Titane,Julia Ducournau,2021,,Titane,630240,Film,fr,108,1270,6.4
867,Libertad,Clara Roquet,2021,,Libertad,655181,Film,es,109,20,5.925
868,The French Dispatch,Wes Anderson,2021,,The French Dispatch,542178,Film,en,108,2355,7.1
869,Noche de fuego,Tatiana Huezo,2021,,Prayers for the Stolen,670981,Film,es,110,123,7.703
870,Seis días corrientes,Neus Ballús,2021,5.0,The Odd-Job Men,846790,Documentary,ca,85,10,7.5
871,Drive my car,Ryusuke Hamaguchi,2021,4.0,Drive My Car,758866,Film,ja,179,1109,7.4
872,Licorice Pizza,Paul Thomas Anderson,2021,,Licorice Pizza,718032,Film,en,133,2047,6.996
873,Las ilusiones perdidas,Xavier Giannoli,2021,,Lost Illusions,660000,Film,fr,149,447,7.5
874,El caso Fischer,Edward Zwick,2015,,Cuarenta balas: El caso Fischer-Bufano,616333,Documentary,es,120,3,5.0
875,La vida secreta de los árboles,Jörg Adolf,2020,,The Hidden Life of Trees,662155,Documentary,de,101,18,7.2
876,Alcarrás,Carla Simón,2022,,Alcarràs,804251,Film,ca,120,163,6.911
877,Roma,Alfonso Cuarón,2018,,Roma,426426,Film,es,135,3765,7.667
878,El buen patrón,Fernando León De Aranoa,2021,,The Good Boss,820722,Film,es,120,348,7.019
879,Intemperie,Benito Zambrano,2019,,Out in the Open,630018,Film,es,103,82,6.555
880,Lucio,José Mari Goenaga,2007,,Lucio,81458,Documentary,es,93,12,7.417
881,¡Lumière! Comienza la aventura,Thierry Fremaux,2016,,Lumière!,411003,Documentary,fr,90,59,7.9
882,El hijo del acordeonista,Fernando Bernués,2019,,The Accordionist's Son,587270,Film,eu,95,2,5.0
883,Hil kanpaiak,Imanol Rayo,2020,,Death Knell,736216,Film,eu,95,4,5.5
884,A Hero,Asghar Farhadi,2021,5.0,Dragon Ball GT: A Hero's Legacy,18095,Film,ja,45,304,6.76
885,La peor persona del mundo,Joachim Trier,2021,,The Worst Person in the World,660120,Film,no,128,1147,7.5
886,Benediction,Terence Davies,2021,,Benediction,399178,Film,en,137,43,6.5
887,El acontecimiento,Audrey Diwan,2021,,Happening,793998,Film,fr,100,355,7.224
888,Vasil,Avelina Prat,2022,,Vasil,1030054,Film,es,93,20,6.4
889,Fire of Love,Sara Dosa,2022,,Fire of Love,913823,Documentary,en,93,178,7.5
890,As bestas,Rodrigo Sorogoyen,2022,,The Beasts,848685,Film,gl,138,577,7.536
891,Sintiéndolo mucho,Fernando León De Aranoa,2022,,Feeling It,1007698,Documentary,es,126,10,7.5
892,Vórtex,Gaspar Noé,2021,,Vortex,807070,Film,fr,142,190,7.19
893,Suro,Mikel Gurrea,2022,,Suro,835268,Film,ca,116,28,6.6
894,Minari,Lee Isaac Chung,2020,,Minari,615643,Film,en,115,1482,7.36
895,La emperatriz rebelde,Marie Kreutzer,2022,,Corsage,888321,Film,de,114,168,6.318
896,En un muelle de Normandía,Emmanuel Carrère,2021,4.0,Between Two Worlds,601188,Film,fr,107,124,6.923
897,Red Rocket,Sean Baker,2021,4.0,Red Rocket,763329,Film,en,130,367,6.722
898,"Una noche, un año",Isaki Lacuesta,2022,4.0,"One Year, One Night",769466,Film,es,130,34,6.235
899,Mantícora,Carlos Vermut,2022,5.0,Manticore,760158,Film,es,115,30,7.1
900,The Whale,Darren Aronofsky,2022,,The Whale,785084,Film,en,117,3362,7.897
901,Aftersun,Charlotte Wells,2022,,Aftersun,965150,Film,en,102,1061,7.7
902,Irati,Paul Urkijo,2022,,Irati,726274,Film,eu,112,73,6.7
903,El triángulo de la tristeza,Ruben Östlund,2022,,Triangle of Sadness,497828,Film,en,147,1846,7.11
904,Cerdita,Carlota Pereda,2022,,Piggy,848058,Film,es,99,509,6.679
905,"Everything, Everywhere, all at Once",Daniels,2022,,Everything Everywhere All at Once,545611,Film,en,140,5731,7.808
906,Los Fabelman,Steven Spielberg,2022,4.0,The Fabelmans,804095,Film,en,151,2001,7.673
907,The Quiet Girl,Colm Bairéad,2022,4.0,The Quiet Girl,916405,Film,ga,94,306,7.5
908,Almas en pena de Inisherin,Martin McDonagh,2022,4.0,The Banshees of Inisherin,674324,Film,en,114,2366,7.463
909,El faro,Robert Eggers,2019,,The Lighthouse,503919,Film,en,109,4519,7.5
910,Destinos,Stephan Komandarev,2017,,Directions,451988,Film,bg,103,27,6.907
911,Loli Tormenta,Agustí Villaronga,2023,,Loli Tormenta,1077399,Film,es,94,7,5.167
912,Una bonita mañana,Mia Hansen-Løve,2022,4.0,One Fine Morning,747779,Film,fr,113,96,6.7
913,Preparativos para estar juntos…,Lili Horvát,2020,,Preparations to Be Together for an Unknown Period of Time,727002,Film,hu,95,27,6.6
914,Pig,Michael Sarnoski,2021,,Pig,635731,Film,en,92,1210,6.674
915,Modelo 77,Alberto Rodriguez,2022,,Prison 77,913991,Film,es,125,129,7.2
916,Barbie,Greta Gerwig,2023,,Barbie,346698,Film,en,114,7254,7.13
917,Gracias a Dios,François Ozon,2018,,By the Grace of God,509364,Film,fr,137,519,7.158
918,Donbass,Serguéi Loznitsa,2018,,Donbass,562889,Documentary,fr,57,10,5.7
919,Intocable,Olivier Nakache,2011,,The Intouchables,77338,Film,fr,113,16499,8.28
920,Coda,Sian Heder,2021,,CODA,776503,Film,en,112,2031,7.948
921,Close,Lukas Dhont,2022,4.0,Close,901563,Film,fr,104,580,7.8
922,La juventud,Paolo Sorrentino,2015,,Youth,310593,Film,it,125,1950,6.905
923,Vidas pasadas,Celine Song,2023,4.0,Past Lives,666277,Film,en,106,654,7.895
924,Family Romance,Werner Herzog,2019,4.0,"Family Romance, LLC",595900,Film,en,89,53,6.132
925,Ander,Roberto Castón,2009,,Ander,82795,Film,fr,128,14,6.0
926,El chico y la garza,Hayao Miyazaki,2023,,The Boy and the Heron,508883,Film,ja,124,920,7.469
927,La clase de esgrima,Klaus Härö,2015,,The Fencer,322488,Film,et,90,68,6.978
928,Anatomía de una caída,Justine Triet,2023,4.0,Anatomy of a Fall,915935,Film,fr,152,897,7.7
929,Fallen Leaves,Aki Kaurismäki,2023,4.0,Fallen Leaves,986280,Film,fi,81,269,7.258
930,Chinas,Arantxa Echevarría,2023,,Chinas,1034387,Film,es,119,8,7.938
931,Una habitación con vistas,James Ivory,1985,,A Room with a View,11257,Film,en,117,690,6.988
932,Els encantats,Elena Trapé,2023,4.0,The Enchanted,1022725,Film,ca,108,8,6.8
